id,longitude,latitude,basin,district_code,population,public_meeting
61681dne,36.94103327,-7.82742835,Rufiji,3,250.0,True
37828spv,38.77564666,-4.75740946,Pangani,8,40.0,True
9568rll,34.20737718,-9.44562426,Lake Nyasa,3,0.0,True
9340bsx,36.48012754,-5.21914049,Internal,5,1.0,True
17807hsl,39.73742764,-7.97374685,Rufiji,60,1.0,True
48610xuw,37.58781393,-3.40164207,Pangani,4,1.0,True
717,30.71306304,-1.33574235,Lake Victoria,1,0.0,True
35847s,35.33882928,-4.42420619,Internal,2,251.0,True
18490ub,37.47927075,-6.28117444,Wami / Ruvu,6,56.0,True
43110,36.13105797,-8.93633098,Rufiji,4,1.0,True
37252n,30.23216659,-4.18815639,Lake Tanganyika,2,300.0,True
38800hvw,35.17260385,-9.26255627,Rufiji,4,20.0,True
58610b,36.37261529,-6.71165003,Wami / Ruvu,1,0.0,True
9100ctz,31.16117827,-1.79004931,Lake Victoria,1,,True
58256zm,32.33058695,-2.53505393,Lake Victoria,5,0.0,True
54790,38.901739,-6.4462412,Wami / Ruvu,1,300.0,True
4687xl,34.77443853,-4.72055591,Internal,4,58.0,True
33256d,37.63825068,-6.12238232,Wami / Ruvu,6,1.0,True
39400swu,35.04642761,-8.82302337,Rufiji,4,,True
30046b,38.84678875,-7.75454293,Rufiji,53,1.0,True
68807i,34.95828861,-11.00098998,Ruvuma / Southern Coast,3,90.0,True
63033cy,32.70158997,-8.926957400000003,Lake Rukwa,6,0.0,False
31863hp,39.21621697,-6.90339582,Wami / Ruvu,2,,
40663,34.83201062,-8.60012596,Rufiji,2,0.0,True
7430,39.11532196,-6.89370438,Wami / Ruvu,2,100.0,
22291,34.85901018,-5.15799587,Internal,2,1.0,True
48099zb,30.60330489,-3.9531572,Lake Tanganyika,1,500.0,True
73558ed,30.64716002,-5.7506254,Lake Tanganyika,1,1.0,True
288do,37.57457472,-7.44067177,Wami / Ruvu,2,260.0,True
52987,37.60973234,-6.14023798,Wami / Ruvu,6,,True
9256ep,29.83860029,-4.42969196,Lake Tanganyika,2,1.0,True
29411h,35.67522325,-6.74698782,Rufiji,4,0.0,True
61986,33.811466100000004,-9.611859,Lake Nyasa,3,0.0,True
47617iw,29.64540166,-4.86138599,Lake Tanganyika,4,0.0,False
28053,36.8421094,-3.33933761,Pangani,7,68.0,True
52423ubg,36.86975072,-5.93423447,Wami / Ruvu,5,1.0,True
35968wdk,37.22032426,-3.27240353,Pangani,5,30.0,True
5410,31.66611502,-8.65944288,Lake Rukwa,2,1000.0,True
5118mcn,36.69029559,-3.3481006,Pangani,2,200.0,True
62842hfy,38.36188569,-6.63334386,Wami / Ruvu,1,150.0,True
40277w,36.92078814,-7.76838588,Rufiji,3,200.0,True
44418,33.79167425,-9.14537519,Lake Nyasa,4,0.0,True
46186vo,35.56733827,-2.16881148,Internal,5,315.0,True
54490w,38.34317072,-6.6333174,Wami / Ruvu,1,12.0,False
13505xm,31.26871854,-7.59166935,Lake Rukwa,3,1.0,False
29173pd,34.80196965,-8.2127836,Rufiji,7,0.0,True
44342g,33.64206911,-8.76984704,Rufiji,7,,True
24614rz,33.03794496,-2.41084302,Lake Victoria,8,0.0,True
11361g,32.38117703,-4.05032915,Lake Tanganyika,3,0.0,True
44212uqk,37.28203491,-3.26284382,Pangani,4,40.0,True
40928k,31.7944698,-7.9927515,Lake Rukwa,4,1750.0,True
49934m,35.25147858,-9.06980161,Rufiji,4,75.0,True
14960i,38.92258109,-8.4814599,Rufiji,13,860.0,True
19613mpk,37.04819062,-6.75761233,Wami / Ruvu,1,390.0,True
42137,37.68550161,-6.03345903,Wami / Ruvu,6,1.0,True
37577,37.45924927,-3.3769088,Pangani,4,10.0,True
57460h,35.89483757,-6.15328812,Wami / Ruvu,5,0.0,True
59361uh,33.96390428,-9.24467946,Lake Nyasa,3,0.0,True
52670cs,31.8979788,-3.32296755,Lake Tanganyika,5,0.0,True
34048c,32.66571588,-8.82346829,Lake Rukwa,6,0.0,False
58372rbp,39.12437194,-6.83540953,Wami / Ruvu,2,300.0,
67670hr,32.74698716,-5.83815755,Lake Tanganyika,5,0.0,True
18653p,39.47491738,-8.85191215,Ruvuma / Southern Coast,13,360.0,False
68418gxa,33.40337012,-4.13901459,Internal,2,0.0,True
9824cdj,35.0965618,-10.9656806,Ruvuma / Southern Coast,3,40.0,False
12292,38.78926617,-5.10884939,Pangani,3,180.0,True
34852da,36.73035028,-3.43113663,Pangani,3,1.0,False
59959xwp,31.5050435,-1.70959124,Lake Victoria,3,0.0,True
20843u,34.39759654,-9.58725257,Lake Nyasa,3,0.0,True
44456zo,37.71635144,-3.72718487,Pangani,2,140.0,True
58300fkd,36.47025262,-6.22181772,Wami / Ruvu,3,0.0,True
3360,35.90290218,-3.3358324999999995,Internal,1,1.0,False
41742,31.53684665,-1.3706929,Lake Victoria,2,0.0,True
42597z,30.73323047,-2.67896286,Lake Victoria,30,0.0,True
40089eq,33.56859763,-3.26315112,Internal,2,0.0,True
35384vc,33.80602723,-9.18262794,Lake Nyasa,4,0.0,True
44484jgg,0.0,-2e-08,Lake Victoria,1,0.0,False
35269lt,36.61839464,-3.29323998,Pangani,2,200.0,True
56034ko,32.88695817,-4.22313969,Lake Tanganyika,1,0.0,False
67265eg,37.15248293,-3.17632586,Pangani,5,35.0,True
41391z,39.18046374,-10.79056326,Ruvuma / Southern Coast,33,300.0,True
26295kmg,34.0029938,-3.00776169,Lake Victoria,1,850.0,True
1999aa,30.11763805,-4.44078529,Lake Tanganyika,2,570.0,True
18241wqd,0.0,-2e-08,Lake Victoria,6,0.0,True
36959b,37.48756704,-6.82948037,Wami / Ruvu,6,1.0,True
50000z,35.14333742,-4.22752016,Internal,3,75.0,True
46534,31.52527364,-1.83092985,Lake Victoria,3,0.0,True
37748dn,37.04308673,-7.55214443,Rufiji,1,90.0,True
33994yt,39.12453363,-7.41149851,Rufiji,4,1300.0,True
61774n,33.78125697,-8.77321806,Rufiji,7,0.0,True
44935,31.27061636,-7.59291134,Lake Rukwa,3,1.0,
54073l,32.98227139,-2.75525137,Lake Victoria,7,0.0,
2983ucg,32.94092026,-9.1663747,Lake Rukwa,6,0.0,True
8076of,35.66017408,-10.62254713,Lake Nyasa,4,1.0,True
61437dqn,37.0711271,-3.05353097,Internal,7,1.0,True
45424f,33.74839085,-3.59319365,Internal,8,0.0,True
9693mo,32.04560192,-8.56947134,Lake Rukwa,2,50.0,True
22475afc,34.61454973,-9.02006941,Rufiji,4,50.0,True
14748v,37.60890497,-3.0305381,Internal,1,1.0,True
72305h,32.09638414,-4.91495349,Lake Tanganyika,4,0.0,True
6797pm,35.10203653,-9.54827246,Lake Nyasa,4,25.0,True
43325,29.65256849,-4.78394067,Lake Tanganyika,3,556.0,True
8937s,35.92382083,-6.47021405,Rufiji,4,0.0,True
8673d,34.62810993,-8.87428308,Rufiji,4,350.0,True
39427,0.0,-2e-08,Lake Victoria,1,0.0,True
19721tib,29.82286084,-4.49324693,Lake Tanganyika,2,520.0,True
46847w,35.87429655,-4.14100632,Internal,1,48.0,True
56489uy,33.8652831,-9.60386656,Lake Nyasa,3,0.0,True
3363nx,33.46091377,-2.07684961,Lake Victoria,4,250.0,False
24634m,37.38890694,-3.28930632,Pangani,4,1.0,True
28582f,36.31065523,-6.70106038,Rufiji,1,0.0,True
33401t,33.43941125,-8.55133841,Lake Rukwa,1,0.0,True
15848eam,33.36286528,-4.51757112,Internal,1,,False
53913mz,37.59219304,-3.28102351,Pangani,4,1.0,True
23128vq,35.90228237,-10.49043236,Rufiji,5,60.0,True
51692jn,36.33874572,-8.29009216,Rufiji,3,200.0,True
60745,38.96706017,-5.54775716,Pangani,5,20.0,False
65032uxo,36.68035844,-8.26561331,Rufiji,3,,True
9538vd,37.40675843,-3.39422541,Pangani,4,1.0,False
35125n,35.19725218,-7.780652099999998,Rufiji,1,1.0,True
20224i,31.59257717,-3.3970949,Lake Tanganyika,5,0.0,
36561rfe,0.0,-2e-08,Lake Victoria,1,0.0,
73246mcf,38.98924643,-6.53792399,Wami / Ruvu,1,40.0,True
7549f,34.5834135,-9.27637719,Rufiji,4,36.0,True
51477ayi,39.17139807,-10.40281519,Ruvuma / Southern Coast,33,1.0,True
40175pwe,36.66421032,-3.37211268,Pangani,3,630.0,False
20664hd,33.39883514,-2.86023679,Lake Victoria,4,0.0,True
66862ziy,37.2029534,-3.20927925,Pangani,5,25.0,True
53702bp,34.80243662,-11.28456272,Lake Nyasa,3,89.0,
48766oh,37.27319648,-3.21611063,Pangani,4,20.0,False
38516,34.37323983,-1.94124661,Lake Victoria,2,350.0,False
51374g,34.5662277,-1.74263819,Lake Victoria,2,800.0,
3615zvb,31.41805517,-2.81434081,Lake Tanganyika,4,0.0,True
63701x,38.85920332,-6.78398721,Wami / Ruvu,2,20.0,True
34669rk,33.83295848,-3.74142828,Internal,8,0.0,True
26608xxc,34.62429739,-11.01106298,Lake Nyasa,3,150.0,True
53628,33.10435107,-8.58960909,Lake Rukwa,1,0.0,True
53663mxf,37.59068766,-3.16739422,Pangani,1,1.0,True
7252,31.26930668,-7.77252353,Lake Rukwa,3,1.0,False
4949,37.66598641,-3.58302464,Pangani,2,160.0,True
10042t,30.65225505,-3.5359202000000005,Lake Tanganyika,1,1.0,True
8411,31.560124600000005,-3.29855354,Lake Tanganyika,5,0.0,True
46492joo,33.19836808,-3.82646403,Internal,3,0.0,True
43179ur,30.04068297,-4.68054005,Lake Tanganyika,2,540.0,True
37064lf,34.71061907,-9.23738046,Rufiji,4,45.0,True
1224lj,36.79966745,-3.35126681,Pangani,7,160.0,True
20512a,32.05390992,-6.71963079,Lake Rukwa,1,550.0,True
46908e,32.16167094,-8.67144294,Lake Rukwa,2,250.0,True
36598,38.77509203,-8.00315813,Rufiji,53,1.0,True
49427q,36.4828974,-3.40321048,Internal,1,1.0,True
10019qc,30.96525621,-3.28178234,Lake Tanganyika,1,500.0,True
19120xnt,36.6835449,-3.35159555,Pangani,2,200.0,True
23840m,33.99172655,-1.85931204,Lake Victoria,3,320.0,False
69869yft,35.24354042,-7.95556392,Rufiji,1,490.0,True
63582,31.527698699999995,-1.52312628,Lake Victoria,2,0.0,True
66079ffx,39.0949129,-6.64514434,Wami / Ruvu,1,129.0,True
49440,38.70422533,-10.62851485,Ruvuma / Southern Coast,33,1.0,True
46195,33.01924918,-9.24475031,Lake Nyasa,6,0.0,True
50113vxs,34.86310378,-9.08443324,Rufiji,4,60.0,True
26118wi,34.84264099,-4.34183604,Internal,1,655.0,True
53043dml,31.77665571,-1.12580195,Lake Victoria,7,0.0,True
36537z,32.83159849,-4.3679826,Lake Tanganyika,1,0.0,True
4122kc,35.4362877,-4.62476988,Internal,2,253.0,True
62298frs,36.28657851,-6.47019987,Wami / Ruvu,1,0.0,True
16925kw,35.90995663,-6.08262386,Wami / Ruvu,5,,True
63954xcy,33.8516925,-9.23873231,Lake Nyasa,4,0.0,True
14542,36.92609184,-3.38779102,Pangani,7,150.0,True
26836m,34.71907516,-9.90650742,Lake Nyasa,5,123.0,True
35409l,32.86588966,-8.9290567,Lake Rukwa,6,0.0,False
72411gn,36.89913806,-7.79666351,Rufiji,3,510.0,True
40003,35.92495584,-5.78868735,Wami / Ruvu,6,0.0,True
53157,35.66572302,-3.49398359,Internal,30,500.0,True
41966q,39.57354146,-9.8094721,Ruvuma / Southern Coast,23,1.0,False
4297gve,37.57598941,-3.06319022,Pangani,1,1.0,True
29988p,40.16164036,-10.36325081,Ruvuma / Southern Coast,5,540.0,True
63221,36.60002371,-3.30262005,Pangani,2,200.0,True
17292,35.47279758,-7.70275495,Rufiji,1,1.0,True
49857,36.85780868,-3.33008646,Pangani,7,68.0,True
22338,35.62709922,-3.55689524,Internal,30,230.0,True
28616sbl,37.54327729,-11.13363041,Ruvuma / Southern Coast,1,1.0,True
62933luf,40.32069282,-10.46073609,Ruvuma / Southern Coast,1,3000.0,True
878,36.74279786,-3.32176293,Pangani,2,200.0,True
18290f,34.84353936,-4.15402433,Internal,1,219.0,True
20328,37.39823718,-3.34771562,Pangani,4,1.0,False
28327,33.05908181,-2.37728481,Lake Victoria,8,0.0,True
25799q,33.36199102,-8.89838509,Lake Rukwa,2,0.0,True
19754,35.99853907,-10.72718357,Ruvuma / Southern Coast,5,360.0,True
32402rnx,33.16373633,-2.76843771,Lake Victoria,4,0.0,True
62762lq,35.84656500000001,-10.52967908,Rufiji,5,60.0,True
1043ln,35.79161324,-10.71382748,Ruvuma / Southern Coast,2,0.0,True
12271u,37.60607477,-3.07479146,Pangani,1,1.0,True
48844qys,33.05907875,-3.91018934,Internal,3,,False
11910,33.14689317,-4.09401926,Internal,1,0.0,False
69916grj,32.99387218,-2.490689,Lake Victoria,8,,True
26720a,32.599930699999994,-3.45519331,Lake Victoria,3,,
8842tw,33.84982398,-8.75841353,Rufiji,7,0.0,True
7953,37.56218999,-3.51979344,Pangani,2,500.0,True
53597de,32.71559696,-2.59652119,Lake Victoria,5,0.0,True
70200m,38.29090555,-4.6362992,Pangani,1,1.0,True
34516sc,0.0,-2e-08,Lake Victoria,1,0.0,True
51056,35.90502392,-10.06261003,Lake Nyasa,5,360.0,True
16743xmq,37.03698401,-3.21780135,Pangani,7,1.0,True
12945o,34.66128599,-10.69743064,Lake Nyasa,3,1.0,
63535lnj,39.37743468,-7.08123919,Wami / Ruvu,43,740.0,True
46553b,38.81435381,-5.21426007,Pangani,3,80.0,True
70188a,38.17152435,-11.04540708,Ruvuma / Southern Coast,63,53.0,True
13813y,34.28146108,-3.60808675,Internal,6,0.0,True
11199,35.56114403,-10.66822784,Ruvuma / Southern Coast,4,650.0,False
13520,31.26523674,-7.91534168,Lake Rukwa,3,350.0,True
36282iaj,36.74164801,-3.39144009,Pangani,3,980.0,False
56741x,34.56898221,-9.15950193,Rufiji,4,45.0,True
34625d,32.71159247,-8.80239648,Lake Rukwa,6,0.0,False
35263,34.19751784,-5.90381639,Internal,3,800.0,True
58308,33.643917200000004,-9.29540738,Lake Nyasa,4,0.0,True
69157zmu,36.48701355,-3.40773011,Internal,1,1.0,True
15226fpu,34.469685,-9.60176086,Lake Nyasa,4,15.0,True
34790k,36.52614376,-3.38776116,Internal,2,100.0,True
20336i,32.23674716,-3.32788994,Lake Tanganyika,5,0.0,True
50948ab,37.32209281,-7.17908174,Wami / Ruvu,6,130.0,True
1094sks,34.74417571,-9.85927178,Lake Nyasa,5,56.0,True
72712kr,36.89632039999999,-3.33680484,Pangani,7,86.0,True
49416ky,35.65265183,-4.15259755,Internal,1,240.0,True
58399np,37.35951425,-2.87124119,Internal,6,1000.0,True
51872wd,35.79982203,-7.421622200000002,Rufiji,1,1.0,True
20701lta,34.80086708,-9.47592858,Rufiji,4,35.0,True
73312fgp,37.29452485,-3.20039063,Pangani,4,1.0,False
52197iqv,32.59163003,-2.50876133,Lake Victoria,5,0.0,True
40343,34.71875443,-4.31151328,Internal,1,221.0,True
57929bus,38.70204479,-5.13068132,Pangani,3,700.0,True
18648zf,33.53905206,-9.17122469,Lake Nyasa,4,0.0,True
57904aoz,35.64084135,-5.52058581,Internal,1,0.0,True
28338ljz,34.764571000000004,-5.49512884,Internal,2,500.0,True
12507,39.44122773,-10.83208698,Ruvuma / Southern Coast,4,1.0,True
56933e,39.19104166,-6.73401097,Wami / Ruvu,1,271.0,True
10691wtx,38.69079781,-10.30561033,Ruvuma / Southern Coast,3,58.0,True
25914t,32.59842795,-2.5137563,Lake Victoria,5,0.0,True
4145zoe,39.73545864,-9.88653151,Ruvuma / Southern Coast,62,200.0,True
1186e,33.11518894,-4.83555335,Lake Tanganyika,3,0.0,True
18267qlg,38.35029883,-6.63881143,Wami / Ruvu,1,100.0,True
9523ovd,29.92071767,-4.44250302,Lake Tanganyika,2,230.0,True
18301n,37.07836901,-6.79574825,Wami / Ruvu,1,60.0,False
62148f,39.17192056,-6.90703774,Wami / Ruvu,2,700.0,
14125klv,31.2181339,-6.37128805,Lake Rukwa,1,150.0,False
16546ea,34.13782071,-1.40509935,Lake Victoria,6,860.0,
35334ozw,36.10197808,-7.60863097,Rufiji,7,100.0,True
49052lh,36.82412801,-8.91309501,Rufiji,4,50.0,True
6031dvh,39.08327689,-7.00311253,Wami / Ruvu,2,150.0,
21492mtg,30.53195018,-3.53531082,Lake Tanganyika,1,,True
50192jdh,34.14222038,-3.02748458,Lake Victoria,6,0.0,True
39071yz,38.4904397,-4.7688121,Pangani,1,1.0,True
18375zyy,36.99382126,-7.59681996,Rufiji,1,150.0,True
73728,0.0,-2e-08,Lake Victoria,1,0.0,
29176xp,37.40338743,-6.34278229,Wami / Ruvu,1,560.0,True
34133e,34.41116246,-1.56843946,Lake Victoria,2,210.0,
71068aip,36.79506963,-8.92554548,Rufiji,4,1.0,True
52304tqd,38.08607266,-9.79772194,Ruvuma / Southern Coast,43,250.0,
50118sx,36.80314137,-3.35178301,Pangani,7,350.0,True
48428pj,35.17723044,-9.21435981,Rufiji,4,40.0,True
56220c,37.30753575,-3.31208704,Pangani,4,1.0,False
3232f,34.76900002,-9.39828847,Rufiji,4,23.0,True
33844,33.10078082,-3.34221644,Lake Victoria,4,0.0,True
47947p,38.94250864,-5.57634242,Pangani,5,150.0,True
13154jr,37.66326269,-6.16751325,Wami / Ruvu,6,1.0,True
70709,38.78922489,-5.10571709,Pangani,3,200.0,True
69983,38.91302385,-5.56708098,Pangani,5,200.0,True
73906,30.69725983,-3.76408202,Lake Tanganyika,1,500.0,True
69937,33.40832963,-3.83140908,Internal,3,0.0,False
30534hoy,35.04966674,-8.83160641,Rufiji,4,40.0,True
18499c,29.82303331,-4.66375782,Lake Tanganyika,2,380.0,True
73238kt,31.06238097,-6.33423886,Lake Rukwa,1,750.0,True
29926x,35.19058551,-4.63368826,Internal,2,249.0,True
64056jua,38.24943091,-4.5547385,Pangani,1,1.0,True
47638m,36.7023402,-8.11349091,Rufiji,3,650.0,True
9596sro,34.79289784,-9.03171468,Rufiji,4,150.0,True
68295,33.04965102,-2.55785815,Lake Victoria,2,0.0,True
45364,33.34791014,-8.98629142,Lake Rukwa,2,0.0,True
43308,34.67671886,-9.12465062,Rufiji,4,150.0,True
12422,36.64109715,-8.13901415,Rufiji,3,230.0,True
22804hxm,35.25284846,-5.90111006,Internal,6,,True
56350ml,33.09034738,-4.04604592,Internal,1,0.0,False
5069ojz,38.33328209,-6.45718688,Wami / Ruvu,1,12.0,True
25521c,34.97291733,-10.22397016,Lake Nyasa,5,,True
34057m,32.80321066,-5.51667789,Lake Tanganyika,5,0.0,False
56889,34.77628697,-9.14746588,Rufiji,4,75.0,True
71913u,31.20083449,-2.90306781,Lake Tanganyika,4,0.0,True
23412v,35.17849366,-9.60327657,Rufiji,4,30.0,True
23782in,34.82162323,-10.55802353,Lake Nyasa,3,325.0,
42572,0.0,-2e-08,Lake Victoria,6,0.0,True
31041mlr,35.90823336,-7.6583547,Rufiji,7,53.0,True
34158,31.32928287,-2.6952693,Lake Tanganyika,4,0.0,True
13137,39.4477615,-10.24354943,Ruvuma / Southern Coast,23,345.0,False
722bep,32.19302366,-2.4703937,Lake Victoria,5,0.0,True
10015,34.63074653,-4.8540219,Internal,4,77.0,True
12488f,29.92850684,-4.45524795,Lake Tanganyika,2,,True
22748,36.11772219,-6.86950597,Rufiji,1,0.0,True
25346,33.079607,-9.02086672,Lake Rukwa,6,0.0,True
57630za,36.72458973,-3.34754541,Pangani,2,150.0,True
58516dxv,35.46137897,-8.04677584,Rufiji,1,1.0,True
51680,30.80708725,-1.29224404,Lake Victoria,1,0.0,True
33819vzt,33.92121629,-9.52225001,Lake Nyasa,3,0.0,True
23084akr,39.34122378,-6.87828374,Wami / Ruvu,3,,True
1212i,35.86115154,-10.27715628,Lake Nyasa,5,250.0,True
26042oa,38.98499179,-7.94992389,Rufiji,53,1.0,False
12082qd,34.61833363,-9.9729388,Lake Nyasa,5,1.0,False
58497,38.97370094,-5.35100841,Pangani,5,50.0,False
71630p,34.4596741,-9.79265783,Lake Nyasa,5,60.0,True
61188,31.41649109,-7.78146478,Lake Rukwa,3,150.0,True
1282,33.74710555,-9.55601231,Lake Nyasa,3,0.0,True
52606rv,35.89185518,-6.15354545,Wami / Ruvu,5,0.0,True
58902ia,34.80006526,-9.72889005,Lake Nyasa,5,225.0,True
71714j,33.87042995,-9.3304189,Lake Nyasa,4,0.0,True
52319t,39.26753916,-10.14191115,Ruvuma / Southern Coast,23,1.0,False
32583,33.10680828,-3.92408512,Internal,3,,True
23969uc,0.0,-2e-08,Lake Victoria,1,0.0,
54214,34.94817124,-11.45901347,Lake Nyasa,3,80.0,
22372kj,37.9588971,-4.4413886,Pangani,3,100.0,True
44800r,36.98526989,-3.19120217,Pangani,7,1.0,True
37431,33.48536584,-3.63461512,Internal,7,0.0,
15764k,33.43873715,-8.54892608,Lake Rukwa,1,0.0,True
11600w,35.73458641,-5.00034207,Internal,1,0.0,True
34958,33.53970406,-9.16971004,Lake Nyasa,4,0.0,True
27309mt,39.021299,-7.29416046,Wami / Ruvu,43,200.0,True
42851f,39.06998513,-10.89720787,Ruvuma / Southern Coast,33,1.0,True
25390j,33.85472896,-8.833411,Rufiji,7,0.0,True
22909pi,35.4899549,-8.01804132,Rufiji,1,1.0,True
46659u,33.28211696,-2.64635586,Lake Victoria,2,0.0,True
12566fwn,33.08416475,-9.32838274,Lake Nyasa,5,0.0,True
8918hs,36.71798559,-8.72388858,Rufiji,4,230.0,True
9915,0.0,-2e-08,Lake Victoria,1,0.0,
60537v,36.86427228,-6.10039852,Wami / Ruvu,1,250.0,True
9271l,30.83570487,-2.96425948,Lake Tanganyika,30,0.0,True
40801nm,38.97895677,-6.51978572,Wami / Ruvu,1,30.0,True
35360goc,38.3868764,-11.34817752,Ruvuma / Southern Coast,63,96.0,True
43221lip,32.42526249,-3.26603869,Lake Tanganyika,3,0.0,True
28575,36.09877854,-5.48183479,Wami / Ruvu,4,0.0,True
56543qf,31.21579941,-3.03662018,Lake Tanganyika,4,0.0,True
45358lt,33.17268925,-3.91608043,Internal,3,0.0,True
52531md,35.44188622,-8.09784926,Rufiji,1,80.0,True
73566cu,38.38775304,-4.6996948,Pangani,1,1.0,True
21763ko,33.58948109,-3.72079901,Internal,8,0.0,False
55869b,38.38416723,-6.31283354,Wami / Ruvu,1,32.0,True
45789vg,38.34957257,-6.63532916,Wami / Ruvu,1,30.0,False
45208,38.79396639,-4.91134179,Pangani,8,150.0,True
54917c,32.00798154,-3.46698928,Lake Tanganyika,5,0.0,True
20470sdz,34.56559004,-9.26120753,Rufiji,4,26.0,True
45470,30.63867794,-7.39710092,Lake Tanganyika,3,1.0,False
28831jm,32.90823758,-2.59148947,Lake Victoria,3,0.0,True
37042yv,35.84862763,-10.56347088,Rufiji,5,50.0,True
68233t,34.03308345,-1.15189548,Lake Victoria,6,350.0,True
20093bwu,36.96658,-3.15057333,Internal,7,1.0,True
65369ave,35.23404753,-6.24618581,Internal,6,0.0,True
14546mrr,34.80785914,-10.55068798,Lake Nyasa,3,60.0,
37503k,30.59724346,-7.44205872,Lake Tanganyika,3,800.0,False
15288t,39.10795909,-10.90180021,Ruvuma / Southern Coast,33,1.0,True
51447w,34.78836997,-4.74977148,Internal,4,91.0,True
66857kaq,38.87790354,-7.73635796,Rufiji,53,1.0,True
10270kr,34.62041837,-9.97307365,Lake Nyasa,5,1.0,False
59723ix,33.69569028,-3.3336508,Internal,2,0.0,True
56564yc,32.73152672,-5.78780453,Lake Tanganyika,5,0.0,True
19916wc,39.18396396,-9.63191486,Ruvuma / Southern Coast,13,323.0,True
37484,34.29793965,-1.69809031,Lake Victoria,2,60.0,
36775a,33.25147331,-2.56399212,Lake Victoria,2,0.0,True
73930id,0.0,-2e-08,Lake Victoria,6,0.0,True
49671qg,39.32321852,-11.0659473,Ruvuma / Southern Coast,33,1.0,True
23171v,34.43293937,-9.30147124,Lake Nyasa,4,130.0,True
34713hgx,34.00996953,-9.33802743,Lake Nyasa,3,0.0,True
38697,38.47462007,-10.11538723,Ruvuma / Southern Coast,3,350.0,True
73704p,29.77355902,-4.95565527,Lake Tanganyika,3,430.0,True
10427,31.51382459,-1.6588691000000002,Lake Victoria,2,0.0,True
44426,32.96709035,-2.39809654,Lake Victoria,8,0.0,True
16682,39.34637123,-8.80484884,Ruvuma / Southern Coast,13,600.0,
27999p,39.49311033,-10.8633184,Ruvuma / Southern Coast,4,1.0,True
13904lqo,32.55638344,-3.68319396,Lake Victoria,3,0.0,True
12677,34.49751244,-9.24207861,Rufiji,4,30.0,True
63109,34.77814797,-10.99269677,Lake Nyasa,3,60.0,True
70056,35.9351303,-10.61351326,Rufiji,5,300.0,True
25136srq,37.36510003,-6.37691792,Wami / Ruvu,1,1200.0,True
8882o,35.45290531,-10.60642122,Lake Nyasa,2,0.0,True
50282,29.79608841,-4.42094013,Lake Tanganyika,2,540.0,True
14424,31.52118254,-1.59484113,Lake Victoria,2,0.0,True
33008kzg,34.91241755,-10.54114783,Lake Nyasa,3,160.0,False
15918,36.91738338,-7.17931562,Wami / Ruvu,1,306.0,True
52025jho,39.13556144,-4.94375449,Pangani,8,130.0,True
3841z,35.90476341,-3.18231132,Internal,30,300.0,True
49900v,39.19982953,-7.01502886,Wami / Ruvu,43,100.0,True
65510bz,31.82256703,-8.50488005,Lake Rukwa,2,250.0,True
70052,34.38864611,-1.6068465,Lake Victoria,2,410.0,True
22197,33.48395577,-4.86046213,Internal,3,0.0,True
43885hf,40.19179542,-10.28273667,Ruvuma / Southern Coast,5,2238.0,True
37660wti,0.0,-2e-08,Lake Victoria,1,0.0,True
17177bvm,35.48536278,-6.09776837,Internal,6,0.0,True
11242l,36.80718201,-3.47418669,Pangani,2,100.0,True
56511,35.08722072,-4.15532369,Internal,3,188.0,True
7558,39.1037072,-4.67955535,Pangani,8,50.0,True
33293o,37.89232923,-4.2354886,Pangani,3,420.0,True
49295,34.55764347,-9.7296259,Lake Nyasa,5,,True
38592,39.26271315,-8.58382865,Ruvuma / Southern Coast,13,890.0,True
55166,33.25523684,-3.83849967,Internal,3,0.0,True
14429az,37.11578278,-3.21105465,Pangani,7,1.0,True
53455,32.46277998,-3.24142438,Lake Tanganyika,3,0.0,True
21172mx,36.94767218,-3.1636666,Internal,7,1.0,True
7308,0.0,-2e-08,Lake Victoria,6,0.0,True
43199r,34.57257255,-4.0942185,Internal,1,325.0,True
25841vl,38.30027133,-7.79205127,Rufiji,53,1.0,True
17760xd,39.9902928,-10.34983273,Ruvuma / Southern Coast,1,200.0,True
4048b,33.85005233,-8.75536576,Rufiji,7,,True
53084ga,35.74518276,-4.582879,Internal,1,0.0,True
41218,36.00912009,-10.71454943,Ruvuma / Southern Coast,5,250.0,True
2431sp,35.05505436,-5.80274209,Internal,3,1200.0,True
69011emb,32.8802527,-9.24847702,Lake Rukwa,6,0.0,True
55278w,33.32847634,-9.00043644,Lake Rukwa,2,0.0,True
27375,33.02950963,-2.74178883,Lake Victoria,7,0.0,True
36016ylm,38.71859375,-5.33167618,Pangani,3,250.0,True
12711b,29.91391453,-4.54004391,Lake Tanganyika,2,340.0,True
13316r,36.08443061,-5.71799152,Wami / Ruvu,4,0.0,True
69411,32.5110388,-4.3976161,Lake Tanganyika,3,0.0,True
17768,29.73975336,-4.89825461,Lake Tanganyika,3,185.0,True
71792s,36.99689516,-7.59983239,Rufiji,1,,True
23494hmu,37.66872059,-3.18892891,Pangani,1,1.0,True
1515,34.52047365,-9.76983376,Lake Nyasa,5,123.0,True
34146,35.39614138,-4.49730056,Internal,2,563.0,True
24209dsu,35.52314925,-3.85601264,Internal,3,296.0,False
11982ph,37.13305013,-6.175945,Wami / Ruvu,1,288.0,True
61509rt,36.87016132,-3.3152062000000004,Pangani,7,120.0,True
